name,percentage_male,japanese_name,classfication,attack,defense,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,base_egg_steps,base_happiness,base_total,capture_rate,experience_growth,height_m,hp,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
Dedenne,50,Dedenneデデンネ,Antenna Pokémon,58,57,0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1,5120,70,431,180,1000000,0.2,67,702,81,67,101,electric,fairy,2.2,6,0
Carbink,,Melecieメレシー,Jewel Pokémon,50,150,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,6400,70,500,60,1250000,0.3,50,703,50,150,50,rock,fairy,5.7,6,0
Goomy,50,Numeraヌメラ,Soft Tissue Pokémon,50,35,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,300,45,1250000,0.3,45,704,55,75,40,dragon,,2.8,6,0
Sliggoo,50,Numeilヌメイル,Soft Tissue Pokémon,75,53,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,452,45,1250000,0.8,68,705,83,113,60,dragon,,17.5,6,0
Goodra,50,Numelgonヌメルゴン,Dragon Pokémon,100,70,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,600,45,1250000,2.0,90,706,110,150,80,dragon,,150.5,6,0
Klefki,50,Cleffyクレッフィ,Key Ring Pokémon,0.00,0.00,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,5120,70,470,75,800000,0.2,57,707,80,87,75,steel,fairy,3.0,6,0
Phantump,50,Bokureiボクレー,Stump Pokémon,70,48,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,5120,70,309,120,1000000,0.4,43,708,50,60,38,ghost,grass,7.0,6,0
Trevenant,50,Ohrotオーロット,Elder Tree Pokémon,110,76,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,5120,70,474,60,1000000,1.5,85,709,65,82,56,ghost,grass,71.0,6,0
Pumpkaboo,50,Bakecchaバケッチャ,Pumpkin Pokémon,66,70,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,5120,70,335,120,1000000,0.8,59,710,44,55,41,ghost,grass,15.0,6,0
Gourgeist,50,Pumpjinパンプジン,Pumpkin Pokémon,100,122,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,5120,70,494,60,1000000,1.7,85,711,58,75,54,ghost,grass,39.0,6,0
Bergmite,50,Kachikohruカチコール,Ice Chunk Pokémon,69,85,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,304,190,1000000,1.0,55,712,32,35,28,ice,,99.5,6,0
Avalugg,50,Crebaseクレベース,Iceberg Pokémon,117,184,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,514,55,1000000,2.0,95,713,44,46,28,ice,,505.0,6,0
Noibat,50,Onbatオンバット,Sound Wave Pokémon,30,35,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,5120,70,245,190,1000000,0.5,40,714,45,40,55,flying,dragon,8.0,6,0
Noivern,50,Onvernオンバーン,Sound Wave Pokémon,70,80,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,5120,70,535,45,1000000,1.5,85,715,97,80,123,flying,dragon,85.0,6,0
Xerneas,,Xerneasゼルネアス,Life Pokémon,131,95,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,30720,0,680,45,1250000,3.0,126,716,131,98,99,fairy,,215.0,6,1
Yveltal,,Yveltalイベルタル,Destruction Pokémon,131,95,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,30720,0,680,45,1250000,5.8,126,717,131,98,99,dark,flying,203.0,6,1
Zygarde,,Zygarde (10% Forme)ジガルデ,Order Pokémon,100,121,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,30720,0,708,3,1250000,5.0,216,718,91,95,85,dragon,ground,284.6,6,1
Diancie,,Diancieディアンシー,Jewel Pokémon,160,110,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,6400,70,700,3,1250000,0.7,50,719,160,110,110,rock,fairy,8.8,6,1
Hoopa,,Hoopa (imashimerareshi Hoopa)フーパ,Mischief Pokémon (Confined)Djinn Pokémonn (Unbound),160,60,1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1,30720,100,680,3,1250000,,80,720,170,130,80,psychic,ghost,,6,1
Volcanion,,Volcanionボルケニオン,Steam Pokémon,110,120,0.5,1,1,2,0.5,1,0.25,1,1,1,2,0.25,1,1,1,2,0.25,1,30720,100,600,3,1250000,1.7,80,721,130,90,70,fire,water,195.0,6,1
Rowlet,88.1,Mokurohモクロー,Grass Quill Pokémon,55,55,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,3840,70,320,45,1059860,0.3,68,722,50,50,42,grass,flying,1.5,7,0
Dartrix,88.1,Fukuthrowフクスロー,Blade Quill Pokémon,75,75,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,3840,70,420,45,1059860,0.7,78,723,70,70,52,grass,flying,16.0,7,0
Decidueye,88.1,Junaiperジュナイパー,Arrow Quill Pokémon,107,75,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,3840,70,530,45,1059860,1.6,78,724,100,100,70,grass,ghost,36.6,7,0
Litten,88.1,Nyabbyニャビー,Fire Cat Pokémon,65,40,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,3840,70,320,45,1059860,0.4,45,725,60,40,70,fire,,4.3,7,0
Torracat,88.1,Nyaheatニャヒート,Fire Cat Pokémon,85,50,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,3840,70,420,45,1059860,0.7,65,726,80,50,90,fire,,25.0,7,0
Incineroar,88.1,Gaogaenガオガエン,Heel Pokémon,115,90,1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,3840,70,530,45,1059860,1.8,95,727,80,90,60,fire,dark,83.0,7,0
Popplio,88.1,Ashimariアシマリ,Sea Lion Pokémon,54,54,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,3840,70,320,45,1059860,0.4,50,728,66,56,40,water,,7.5,7,0
Brionne,88.1,Osyamariオシャマリ,Pop Star Pokémon,69,69,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,3840,70,420,45,1059860,0.6,60,729,91,81,50,water,,17.5,7,0
Primarina,88.1,Ashireneアシレーヌ,Soloist Pokémon,74,74,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,3840,70,530,45,1059860,1.8,80,730,126,116,60,water,fairy,44.0,7,0
Pikipek,50,Tsutsukeraツツケラ,Woodpecker Pokémon,75,30,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,265,255,1000000,0.3,35,731,30,30,65,normal,flying,1.2,7,0
Trumbeak,50,Kerarappaケララッパ,Bugle Beak Pokémon,85,50,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,355,120,1000000,0.6,55,732,40,50,75,normal,flying,14.8,7,0
Toucannon,50,Dodekabashiドデカバシ,Cannon Pokémon,120,75,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,485,45,1000000,1.1,80,733,75,75,60,normal,flying,26.0,7,0
Yungoos,50,Youngooseヤングース,Loitering Pokémon,70,30,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,253,255,1000000,0.4,48,734,30,30,45,normal,,6.0,7,0
Gumshoos,50,Dekagooseデカグース,Stakeout Pokémon,110,60,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,418,127,1000000,0.7,88,735,55,60,45,normal,,14.2,7,0
Grubbin,50,Agojimushiアゴジムシ,Larva Pokémon,62,45,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,300,255,1000000,0.4,47,736,55,45,46,bug,,4.4,7,0
Charjabug,50,Dendimushiデンヂムシ,Battery Pokémon,82,95,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,3840,70,400,120,1000000,0.5,57,737,55,75,36,bug,electric,10.5,7,0
Vikavolt,50,Kuwagannonクワガノン,Stag Beetle Pokémon,70,90,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,3840,70,500,45,1000000,1.5,77,738,145,75,43,bug,electric,45.0,7,0
Crabrawler,50,Makenkaniマケンカニ,Boxing Pokémon,82,57,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,338,225,1000000,0.6,47,739,42,47,63,fighting,,7.0,7,0
Crabominable,50,Kekenkaniケケンカニ,Woolly Crab Pokémon,132,77,0.5,0.5,1,1,2,2,2,2,1,1,1,0.5,1,1,2,1,2,1,5120,70,478,60,1000000,1.7,97,740,62,67,43,fighting,ice,180.0,7,0
Oricorio,24.6,Odoridori (pachipachi Style)オドリドリ,Dancing Pokémon,0.00,0.00,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,5120,70,476,45,1000000,0.6,75,741,98,70,93,fire,flying,3.4,7,0
Cutiefly,50,Abulyアブリー,Bee Fly Pokémon,45,40,0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1,5120,70,304,190,1000000,0.1,40,742,55,40,84,bug,fairy,0.2,7,0
Ribombee,50,Aburibbonアブリボン,Bee Fly Pokémon,55,60,0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1,5120,70,464,75,1000000,0.2,60,743,95,70,124,bug,fairy,0.5,7,0
Rockruff,50,Iwankoイワンコ,Puppy Pokémon,65,40,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,3840,70,280,190,1000000,0.5,45,744,30,40,60,rock,,9.2,7,0
Lycanroc,50,Lugarugan (mahiru No Sugata)ルガルガン,Wolf Pokémon,115,75,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,3840,70,487,90,1000000,,85,745,55,75,82,rock,,,7,0
Wishiwashi,50,Yowashi (tandoku No Sugata)ヨワシ,Small Fry Pokémon,140,130,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,3840,70,620,60,800000,0.2,45,746,140,135,30,water,,0.3,7,0
Mareanie,50,Hidoideヒドイデ,Brutal Star Pokémon,53,62,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,5120,70,305,190,1000000,0.4,50,747,43,52,45,poison,water,8.0,7,0
Toxapex,50,Dohidoideドヒドイデ,Brutal Star Pokémon,63,152,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,5120,70,495,75,1000000,0.7,50,748,53,142,35,poison,water,14.5,7,0
Mudbray,50,Dorobankoドロバンコ,Donkey Pokémon,100,70,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,5120,70,385,190,1000000,1.0,70,749,45,55,45,ground,,110.0,7,0
Mudsdale,50,Banbadoroバンバドロ,Draft Horse Pokémon,125,100,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,5120,70,500,60,1000000,2.5,100,750,55,85,35,ground,,920.0,7,0
Dewpider,50,Shizukumoシズクモ,Water Bubble Pokémon,40,52,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,3840,70,269,200,1000000,0.3,38,751,40,72,27,water,bug,4.0,7,0
Araquanid,50,Onishizukumoオニシズクモ,Water Bubble Pokémon,70,92,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,3840,70,454,100,1000000,1.8,68,752,50,132,42,water,bug,82.0,7,0
Fomantis,50,Karikiriカリキリ,Sickle Grass Pokémon,55,35,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,250,190,1000000,0.3,40,753,50,35,35,grass,,1.5,7,0
Lurantis,50,Lalantesラランテス,Bloom Sickle Pokémon,105,90,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,480,75,1000000,0.9,70,754,80,90,45,grass,,18.5,7,0
Morelull,50,Nemasyuネマシュ,Illuminating Pokémon,35,55,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,5120,70,285,190,1000000,0.2,40,755,65,75,15,grass,fairy,1.5,7,0
Shiinotic,50,Mashadeマシェード,Illuminating Pokémon,45,80,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,5120,70,405,75,1000000,1.0,60,756,90,100,30,grass,fairy,11.5,7,0
Salandit,88.1,Yatoumoriヤトウモリ,Toxic Lizard Pokémon,0.00,0.00,0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2,5120,70,320,120,1000000,0.6,48,757,71,40,77,poison,fire,4.8,7,0
Salazzle,0,Ennewtエンニュート,Toxic Lizard Pokémon,0.00,0.00,0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2,5120,70,480,45,1000000,1.2,68,758,111,60,117,poison,fire,22.2,7,0
Stufful,50,Nuikogumaヌイコグマ,Flailing Pokémon,75,50,0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1,3840,70,340,140,1000000,0.5,70,759,45,50,50,normal,fighting,6.8,7,0
Bewear,50,Kiterugumaキテルグマ,Strong Arm Pokémon,125,80,0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1,3840,70,500,70,1000000,2.1,120,760,55,60,60,normal,fighting,135.0,7,0
Bounsweet,0,Amakajiアマカジ,Fruit Pokémon,30,38,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,210,235,1059860,0.3,42,761,30,38,32,grass,,3.2,7,0
Steenee,0,Amamaikoアママイコ,Fruit Pokémon,40,48,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,290,120,1059860,0.7,52,762,40,48,62,grass,,8.2,7,0
Tsareena,0,Amajoアマージョ,Fruit Pokémon,120,98,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,510,45,1059860,1.2,72,763,50,98,72,grass,,21.4,7,0
Comfey,24.6,Cuwawaキュワワー,Posy Picker Pokémon,52,90,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,5120,70,485,60,800000,0.1,51,764,82,110,100,fairy,,0.3,7,0
Oranguru,50,Yareyuutanヤレユータン,Sage Pokémon,60,80,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,5120,70,490,45,1250000,1.5,90,765,90,110,60,normal,psychic,76.0,7,0
Passimian,50,Nagetukesaruナゲツケサル,Teamwork Pokémon,120,90,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,490,45,1250000,2.0,100,766,40,60,80,fighting,,82.8,7,0
Wimpod,50,Kosokumushiコソクムシ,Turn Tail Pokémon,35,40,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,5120,70,230,90,1000000,0.5,25,767,20,30,80,bug,water,12.0,7,0
Golisopod,50,Gusokumushaグソクムシャ,Hard Scale Pokémon,125,140,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,5120,70,530,45,1000000,2.0,75,768,60,90,40,bug,water,108.0,7,0
Sandygast,50,Sunabaスナバァ,Sand Heap Pokémon,55,80,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,3840,70,320,140,1000000,0.5,55,769,70,45,15,ghost,ground,70.0,7,0
Palossand,50,Sirodethnaシロデスナ,Sand Castle Pokémon,75,110,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,3840,70,480,60,1000000,1.3,85,770,100,75,35,ghost,ground,250.0,7,0
Pyukumuku,50,Namakobushiナマコブシ,Sea Cucumber Pokémon,60,130,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,3840,70,410,60,800000,0.3,55,771,30,130,5,water,,1.2,7,0
Type: Null,,Type: Nullタイプ：ヌル,Synthetic Pokémon,95,95,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,30720,0,534,3,1250000,1.9,95,772,95,95,59,normal,,120.5,7,0
Silvally,,Silvadyシルヴァディ,Synthetic Pokémon,95,95,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,30720,0,570,3,1250000,2.3,95,773,95,95,95,normal,,100.5,7,0
Minior,,Metenoメテノ,Meteor Pokémon,100,60,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,6400,70,500,30 (Meteorite)255 (Core),1059860,0.3,60,774,100,60,120,rock,flying,40.0,7,0
Komala,50,Nekkoaraネッコアラ,Drowsing Pokémon,115,65,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,480,45,1250000,0.4,65,775,75,95,65,normal,,19.9,7,0
Turtonator,50,Bakugamesバクガメス,Blast Turtle Pokémon,78,135,0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1,5120,70,485,70,1000000,2.0,60,776,91,85,36,fire,dragon,212.0,7,0
Togedemaru,50,Togedemaruトゲデマル,Roly-Poly Pokémon,98,63,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,2560,70,435,180,1000000,0.3,65,777,40,73,96,electric,steel,3.3,7,0
Mimikyu,50,Mimikkyuミミッキュ,Disguise Pokémon,0.00,0.00,0.25,1,0,1,1,0,1,1,2,1,1,1,0,1,1,1,2,1,5120,70,476,45,1000000,0.2,55,778,50,105,96,ghost,fairy,0.7,7,0
Bruxish,50,Hagigishiriハギギシリ,Gnash Teeth Pokémon,105,70,2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,3840,70,475,80,1000000,0.9,68,779,70,70,92,water,psychic,19.0,7,0
Drampa,50,Jijilongジジーロン,Placid Pokémon,60,85,1,1,2,0.5,2,2,0.5,1,0,0.5,1,2,1,1,1,1,1,0.5,5120,70,485,70,1000000,3.0,78,780,135,91,36,normal,dragon,185.0,7,0
Dhelmise,,Dadarinダダリン,Sea Creeper Pokémon,131,100,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,6400,70,517,25,1000000,3.9,70,781,86,90,40,ghost,grass,210.0,7,0
Jangmo-o,50,Jyarakoジャラコ,Scaly Pokémon,55,65,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,70,300,45,1250000,0.6,45,782,45,45,45,dragon,,29.7,7,0
Hakamo-o,50,Jyarangoジャランゴ,Scaly Pokémon,75,90,0.5,0.5,2,0.5,4,1,0.5,2,1,0.5,1,2,1,1,2,0.5,1,0.5,10240,70,420,45,1250000,1.2,55,783,65,70,65,dragon,fighting,47.0,7,0
Kommo-o,50,Jyararangaジャラランガ,Scaly Pokémon,110,125,0.5,0.5,2,0.5,4,1,0.5,2,1,0.5,1,2,1,1,2,0.5,1,0.5,10240,70,600,45,1250000,1.6,75,784,100,105,85,dragon,fighting,78.2,7,0
Tapu Koko,,Kapu-kokekoカプ・コケコ,Land Spirit Pokémon,115,85,0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1,3840,70,570,3,1250000,1.8,70,785,95,75,130,electric,fairy,20.5,7,1
Tapu Lele,,Kapu-tetefuカプ・テテフ,Land Spirit Pokémon,85,75,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,3840,70,570,3,1250000,1.2,70,786,130,115,95,psychic,fairy,18.6,7,1
Tapu Bulu,,Kapu-bululカプ・ブルル,Land Spirit Pokémon,130,115,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,3840,70,570,3,1250000,1.9,70,787,85,95,75,grass,fairy,45.5,7,1
Tapu Fini,,Kapu-rehireカプ・レヒレ,Land Spirit Pokémon,75,115,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,3840,70,570,3,1250000,1.3,70,788,95,130,85,water,fairy,21.2,7,1
Cosmog,,Cosmogコスモッグ,Nebula Pokémon,29,31,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30720,0,200,45,1250000,0.2,43,789,29,31,37,psychic,,0.1,7,1
Cosmoem,,Cosmovumコスモウム,Protostar Pokémon,29,131,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30720,0,400,45,1250000,0.1,43,790,29,131,37,psychic,,999.9,7,1
Solgaleo,,Solgaleoソルガレオ,Sunne Pokémon,137,107,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,30720,0,680,45,1250000,3.4,137,791,113,89,97,psychic,steel,230.0,7,1
Lunala,,Lunalaルナアーラ,Moone Pokémon,113,89,1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1,30720,0,680,45,1250000,4.0,137,792,137,107,97,psychic,ghost,120.0,7,1
Nihilego,,Uturoidウツロイド,Parasite Pokémon,53,47,0.5,1,1,1,0.5,1,0.5,0.5,1,1,4,1,0.5,0.25,2,1,2,2,30720,0,570,45,1250000,1.2,109,793,127,131,103,rock,poison,55.5,7,1
Buzzwole,,Massivoonマッシブーン,Swollen Pokémon,139,139,0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1,30720,0,570,25,1250000,2.4,107,794,53,53,79,bug,fighting,333.6,7,1
Pheromosa,,Pheroacheフェローチェ,Lissome Pokémon,137,37,0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1,30720,0,570,255,1250000,1.8,71,795,137,37,151,bug,fighting,25.0,7,1
Xurkitree,,Denjyumokuデンジュモク,Glowing Pokémon,89,71,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,30720,0,570,30,1250000,3.8,83,796,173,71,83,electric,,100.0,7,1
Celesteela,,Tekkaguyaテッカグヤ,Launch Pokémon,0.00,0.00,0.25,1,0.5,2,0.5,1,2,0.5,1,0.25,0,1,0.5,0,0.5,1,0.5,1,30720,0,570,25,1250000,9.2,97,797,107,101,61,steel,flying,999.9,7,1
Kartana,,Kamiturugiカミツルギ,Drawn Sword Pokémon,181,131,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,30720,0,570,255,1250000,0.3,59,798,59,31,109,grass,steel,0.1,7,1
Guzzlord,,Akuzikingアクジキング,Junkivore Pokémon,101,53,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,30720,0,570,15,1250000,5.5,223,799,97,53,43,dark,dragon,888.0,7,1
Necrozma,,Necrozmaネクロズマ,Prism Pokémon,107,101,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30720,0,600,3,1250000,2.4,97,800,127,89,79,psychic,,230.0,7,1
Magearna,,Magearnaマギアナ,Artificial Pokémon,0.00,0.00,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,30720,0,600,3,1250000,1.0,80,801,130,115,65,steel,fairy,80.5,7,1
